StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent Form,Q2,Q3,Q4,Q2,Q3,Q4,Q2,Q3,Q4,Q5,Q5_5_TEXT,Q6,Q6_5_TEXT,Q7,Q8,Q8_4_TEXT,ConditionAssigned
2024-03-06 22:42:25,2024-03-06 22:43:47,0,117.97.226.127,100,82,1,2024-03-06 22:43:48,R_4rrxy04vs26yGbE,,,,,28.652,77.1663,anonymous,EN,1,5,5,3,,,,,,,4,,2,,21,2,,Gain
2024-03-06 23:36:08,2024-03-06 23:39:03,0,49.248.175.211,100,175,1,2024-03-06 23:39:03,R_4YM0YRlwqDt84n6,,,,,18.6161,73.7286,anonymous,EN,1,,,,4,5,2,,,,4,,2,,21,4,,Loss
2024-03-06 23:49:03,2024-03-06 23:50:53,0,172.226.164.52,100,110,1,2024-03-06 23:50:54,R_3HirVktC5EZCToz,,,,,49.2476,-123.1234,anonymous,EN,,,,,,,,,,,,,,,,,,
2024-03-06 23:51:14,2024-03-06 23:52:30,0,172.226.164.52,100,75,1,2024-03-06 23:52:30,R_7jVsDsHWJIq8ryF,,,,,49.2476,-123.1234,anonymous,EN,1,5,4,2,,,,,,,1,,1,,22,3,,Gain
2024-03-07 00:10:04,2024-03-07 00:11:59,0,94.207.229.127,100,115,1,2024-03-07 00:11:59,R_4zBJfhVvODh4DfU,,,,,25.0731,55.298,anonymous,EN,1,,,,,,,2,6,6,1,,2,,21,3,,Control
2024-03-07 00:14:10,2024-03-07 00:15:25,0,217.165.16.58,100,75,1,2024-03-07 00:15:26,R_4fbm5Ejfli11HdD,,,,,25.0731,55.298,anonymous,EN,1,,,,6,6,7,,,,1,,2,,21,1,,Loss
2024-03-07 00:32:03,2024-03-07 00:33:41,0,103.240.235.246,100,98,1,2024-03-07 00:33:42,R_4FBbMcgkQPVv6hj,,,,,28.4597,77.0282,anonymous,EN,1,1,5,1,,,,,,,1,,2,,21,"2,3",,Gain
2024-03-07 00:57:37,2024-03-07 00:58:44,0,70.79.144.220,100,67,1,2024-03-07 00:58:45,R_2t2ZsgiK9zDXOCd,,,,,49.2492,-123.1924,anonymous,EN,1,,,,3,6,5,,,,1,,1,,22,"1,2,3",,Loss
2024-03-07 02:37:33,2024-03-07 02:38:57,0,106.205.156.169,100,83,1,2024-03-07 02:38:58,R_4EVytMWzOPhC0oN,,,,,26.9525,75.7105,anonymous,EN,1,,,,,,,1,4,5,4,,2,,22,"1,2,3",,Control
2024-03-07 03:03:05,2024-03-07 03:05:39,0,144.138.71.144,100,154,1,2024-03-07 03:05:40,R_4vbKtMtrQdExNwl,,,,,-32.185,116.2075,anonymous,EN,1,,,,,,,4,2,2,1,,3,,22,4,,Control
2024-03-07 12:57:47,2024-03-07 13:03:54,0,70.79.132.46,100,367,1,2024-03-07 13:03:55,R_3LXNk1DDObbonKj,,,,,49.251,-123.1623,anonymous,EN,1,,,,5,6,5,,,,1,,2,,21,1,,Loss
2024-03-07 13:42:03,2024-03-07 13:43:35,0,206.108.31.35,100,91,1,2024-03-07 13:43:35,R_1Xd0KpBBcYliB4F,,,,,49.282,-123.1103,anonymous,EN,1,,,,,,,1,6,6,1,,2,,37,"3,4",if there is an additional discount for bringing my own cup,Control
2024-03-07 14:50:29,2024-03-07 14:51:40,0,128.189.85.126,100,71,1,2024-03-07 14:51:41,R_3joLtZXkaKa4969,,,,,49.2574,-123.0319,anonymous,EN,1,5,4,4,,,,,,,1,,1,,22,"1,2,3",,Gain
2024-03-07 15:00:40,2024-03-07 15:01:42,0,72.143.231.33,100,61,1,2024-03-07 15:01:42,R_5TPKL7HtrsGPkGZ,,,,,49.245,-123.1337,anonymous,EN,1,,,,4,7,7,,,,1,,1,,21,1,,Loss
2024-03-07 15:15:47,2024-03-07 15:16:38,0,72.143.232.255,100,51,1,2024-03-07 15:16:38,R_5v34hBiUkhAMNe8,,,,,49.245,-123.1337,anonymous,EN,1,1,3,1,,,,,,,1,,2,,21,4,"convenience ",Gain
2024-03-07 21:06:06,2024-03-07 21:09:27,0,96.49.197.57,100,200,1,2024-03-07 21:09:27,R_4Ejo47W5aWAd16r,,,,,49.2155,-123.1427,anonymous,EN,1,,,,,,,1,4,1,1,,1,,21,4,"I rarely buy single-use cups, but learning about the environmental and financial implications are interesting. ",Control
2024-03-07 21:11:11,2024-03-07 21:15:17,0,99.230.104.218,100,245,1,2024-03-07 21:15:17,R_3AtA0ToAL1kTjkR,,,,,43.6426,-79.4002,anonymous,EN,1,,,,1,4,2,,,,4,,1,,21,"2,4",,Loss
2024-03-07 21:20:12,2024-03-07 21:21:44,0,162.156.53.65,100,92,1,2024-03-07 21:21:45,R_3j9z5Mw2V2vW5BG,,,,,48.4204,-123.3005,anonymous,EN,1,,,,,,,3,5,3,4,,1,,21,"1,2",,Control
2024-03-07 22:03:03,2024-03-07 22:06:23,0,24.80.244.243,100,199,1,2024-03-07 22:06:23,R_1ZZZHiN45qpdhFD,,,,,49.3527,-123.0686,anonymous,EN,1,6,7,1,,,,,,,4,,1,,21,"1,2,3,4",When the shawty that I am trying to impress likes turtles,Gain
2024-03-08 00:30:36,2024-03-08 00:33:43,0,205.250.77.135,100,186,1,2024-03-08 00:33:43,R_2abK14rV2Tm7jZQ,,,,,49.213,-123.0951,anonymous,EN,1,,,,5,7,3,,,,4,,1,,21,2,,Loss
2024-03-08 04:56:27,2024-03-08 04:57:14,0,80.112.148.59,100,46,1,2024-03-08 04:57:15,R_3g6LePmlQn4jRUZ,,,,,52.3066,4.8812,anonymous,EN,1,,,,,,,1,4,3,1,,1,,21,"2,3",,Control
2024-03-08 09:35:14,2024-03-08 09:36:12,0,70.66.225.184,100,57,1,2024-03-08 09:36:13,R_7Z4zcdlWkTaDvz3,,,,,48.4808,-123.3165,anonymous,EN,1,,,,2,1,5,,,,4,,1,,21,3,,Loss
2024-03-08 10:23:14,2024-03-08 10:24:22,0,142.103.168.167,100,67,1,2024-03-08 10:24:23,R_2EASpw0gdfYGLv4,,,,,49.2643,-123.0961,anonymous,EN,1,5,5,4,,,,,,,1,,2,,20,"1,2,3",,Gain
2024-03-08 11:10:38,2024-03-08 11:11:33,0,206.87.152.107,100,55,1,2024-03-08 11:11:34,R_3Ppe6eftkbyHJtu,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,2,2,2,1,,2,,20,2,,Control
2024-03-08 11:50:35,2024-03-08 11:51:22,0,142.205.202.71,100,46,1,2024-03-08 11:51:22,R_5PUC9jWvjrc2uiO,,,,,43.6911,-79.3353,anonymous,EN,1,5,6,5,,,,,,,1,,1,,22,2,,Gain
2024-03-08 11:58:12,2024-03-08 12:27:49,0,209.87.29.242,100,1777,1,2024-03-08 12:27:50,R_7ZDEnH2UGxlIhRn,,,,,49.2462,-123.108,anonymous,EN,1,,,,5,5,6,,,,1,,1,,37,3,,Loss
2024-03-08 13:03:39,2024-03-08 13:05:38,0,128.189.86.158,100,118,1,2024-03-08 13:05:38,R_3LjwAmexbDXOgLh,,,,,49.2574,-123.0319,anonymous,EN,1,,,,5,6,5,,,,1,,1,,23,2,,Loss
2024-03-08 13:24:54,2024-03-08 13:31:48,0,24.244.23.168,100,413,1,2024-03-08 13:31:49,R_2KU8EvcMVhMPj2N,,,,,49.2789,-123.0882,anonymous,EN,1,3,2,2,,,,,,,1,,1,,23,2,,Gain
2024-03-08 13:32:57,2024-03-08 13:33:59,0,96.49.199.168,100,61,1,2024-03-08 13:33:59,R_2mR9Ksddh50zAg9,,,,,49.2155,-123.1427,anonymous,EN,1,,,,,,,1,5,2,1,,1,,21,"2,4",money/accessibility,Control
2024-03-08 13:44:22,2024-03-08 13:46:08,0,72.143.231.65,100,105,1,2024-03-08 13:46:08,R_5gotcD7dNTdZpBG,,,,,49.245,-123.1337,anonymous,EN,1,,,,,,,2,3,5,3,,1,,21,"1,2,3",,Control
2024-03-08 18:38:15,2024-03-08 18:42:01,0,75.157.228.69,100,225,1,2024-03-08 18:42:02,R_7f20dqhbKEoB1iF,,,,,49.213,-123.0951,anonymous,EN,1,2,7,6,,,,,,,5,Student and Staff,2,,21,"1,2,3",,Gain
2024-03-08 19:19:08,2024-03-08 19:32:38,0,24.114.24.47,100,809,1,2024-03-08 19:32:38,R_7xwKPK7p9EVg4Bz,,,,,49.245,-123.1337,anonymous,EN,1,,,,5,6,6,,,,4,,2,,20,"1,2,3",,Loss
2024-03-09 15:00:56,2024-03-09 15:02:28,0,154.5.48.221,100,91,1,2024-03-09 15:02:29,R_5LiL7NCd0SBcomt,,,,,49.2292,-122.9932,anonymous,EN,1,,,,,,,1,1,1,4,,1,,21,"2,3",,Control
2024-03-09 15:40:47,2024-03-09 15:42:17,0,72.143.239.89,100,90,1,2024-03-09 15:42:18,R_3mK4BUgiwP6wxzZ,,,,,53.488,-113.4797,anonymous,EN,1,2,6,5,,,,,,,1,,1,,21,"1,2",,Gain
2024-03-11 10:33:17,2024-03-11 10:35:11,0,154.5.29.148,100,114,1,2024-03-11 10:35:12,R_1bHJ0O43vdhKAV0,,,,,49.2643,-123.0961,anonymous,EN,1,,,,3,2,5,,,,1,,2,,20,1,,Loss
2024-03-11 12:03:21,2024-03-11 12:04:00,0,70.79.140.113,100,39,1,2024-03-11 12:04:01,R_24TjTeOgE2zSowx,,,,,49.2492,-123.1924,anonymous,EN,1,6,2,2,,,,,,,1,,1,,22,"1,2",,Gain
2024-03-11 12:03:48,2024-03-11 12:05:54,0,23.93.101.16,100,125,1,2024-03-11 12:05:55,R_2fl7hdtQwtxxVnj,,,,,37.8922,-122.2729,anonymous,EN,1,,,,,,,1,4,4,5,Former student,1,,24,1,,Control
2024-03-11 12:14:47,2024-03-11 12:15:44,0,206.87.114.22,100,57,1,2024-03-11 12:15:45,R_1hyJ9f6tdMCeaDT,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,4,1,1,1,,1,,20,"1,2",,Control
2024-03-11 12:19:52,2024-03-11 12:21:19,0,128.189.132.35,100,86,1,2024-03-11 12:21:19,R_3Hh4navj6tsEmaZ,,,,,49.4645,-122.84,anonymous,EN,1,5,4,4,,,,,,,1,,1,,21,2,,Gain
2024-03-11 12:21:22,2024-03-11 12:22:19,0,209.52.88.172,100,56,1,2024-03-11 12:22:19,R_1J9JPJaR04zi7Rt,,,,,49.2301,-123.0869,anonymous,EN,1,,,,2,2,1,,,,1,,1,,21,3,,Loss
2024-03-11 12:25:53,2024-03-11 12:26:33,0,70.79.140.113,100,40,1,2024-03-11 12:26:34,R_1dvufLTspDPbzck,,,,,49.2492,-123.1924,anonymous,EN,1,4,4,3,,,,,,,1,,1,,22,3,,Gain
2024-03-11 12:29:55,2024-03-11 12:31:24,0,206.12.65.188,100,89,1,2024-03-11 12:31:25,R_7YKaX2aoBrHMZMs,,,,,49.4645,-122.84,anonymous,EN,1,,,,4,3,3,,,,1,,1,,20,"1,2",,Loss
2024-03-11 12:40:37,2024-03-11 12:41:33,0,128.189.223.227,100,55,1,2024-03-11 12:41:33,R_3118Lv58YN9pD0V,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,6,7,2,1,,1,,21,"1,2",,Control
2024-03-11 13:07:58,2024-03-11 13:08:53,0,70.79.140.113,100,55,1,2024-03-11 13:08:54,R_5MzidzwtuhLYvpJ,,,,,49.2492,-123.1924,anonymous,EN,1,3,,5,,,,,,,1,,1,,19,1,,Gain
2024-03-11 13:52:13,2024-03-11 13:53:54,0,172.218.167.41,100,101,1,2024-03-11 13:53:55,R_2PoiGVK6i0A7nXK,,,,,49.2584,-123.1456,anonymous,EN,1,,,,5,5,3,,,,1,,1,,22,"1,3",,Loss
2024-03-11 14:15:29,2024-03-11 14:16:17,0,128.189.194.4,100,47,1,2024-03-11 14:16:17,R_115ZRxEeXjRsoOx,,,,,49.4645,-122.84,anonymous,EN,1,,,,,,,1,1,1,1,,1,,21,2,,Control
2024-03-11 21:32:41,2024-03-11 21:34:12,0,128.189.94.8,100,91,1,2024-03-11 21:34:13,R_2JDSmJckpIdxNZW,,,,,49.4645,-122.84,anonymous,EN,1,,,,2,2,5,,,,1,,2,,20,"1,2,3",,Loss
2024-03-11 21:38:27,2024-03-11 21:40:23,0,207.6.235.136,100,115,1,2024-03-11 21:40:24,R_7KBE0L3VWqFmRPH,,,,,49.2824,-123.0399,anonymous,EN,1,,,,,,,4,3,2,4,,1,,21,3,,Control
2024-03-11 21:38:19,2024-03-11 21:40:48,0,208.98.223.53,100,148,1,2024-03-11 21:40:48,R_1M4DT8KBR2JACef,,,,,53.5565,-113.484,anonymous,EN,1,1,2,1,,,,,,,4,,1,,24,4,Not being someone who would always forget to bring a cup/ didn't order so much for delivery,Gain
2024-03-12 00:47:27,2024-03-12 00:51:24,0,96.49.44.54,100,236,1,2024-03-12 00:51:25,R_10qJnBf326dwLgR,,,,,49.2155,-123.1427,anonymous,EN,1,3,4,2,,,,,,,4,,1,,22,"1,3",,Gain
2024-03-12 06:55:37,2024-03-12 06:57:43,0,108.180.191.48,100,125,1,2024-03-12 06:57:44,R_1CPdoKZcUepogMG,,,,,49.2185,-123.034,anonymous,EN,1,,,,7,3,2,,,,1,,1,,21,3,,Loss
2024-03-12 11:17:07,2024-03-12 11:18:10,0,108.172.110.48,100,62,1,2024-03-12 11:18:10,R_39yPUjZyOKkQzzr,,,,,49.2624,-123.1604,anonymous,EN,1,,,,,,,1,1,1,1,,1,,22,3,,Control
2024-03-12 11:40:19,2024-03-12 11:41:06,0,62.99.145.238,100,47,1,2024-03-12 11:41:07,R_2t9lKbqtsLOTTHn,,,,,47.5526,14.3378,anonymous,EN,1,2,2,4,,,,,,,1,,1,,21,2,,Gain
2024-03-12 12:09:43,2024-03-12 12:11:32,0,109.144.25.94,100,109,1,2024-03-12 12:11:33,R_4fl0mBO2DJdAypf,,,,,51.5074,-0.1196,anonymous,EN,1,,,,,,,4,2,5,1,,2,,21,3,,Control
2024-03-12 12:32:16,2024-03-12 12:33:10,0,72.143.218.60,100,53,1,2024-03-12 12:33:10,R_1pmNHgxgDC0Uc79,,,,,49.2824,-123.0399,anonymous,EN,1,,,,2,5,5,,,,1,,1,,22,2,,Loss
2024-03-12 12:56:07,2024-03-12 12:57:00,0,209.52.88.166,100,52,1,2024-03-12 12:57:00,R_1njVZ4LfzDpKQhj,,,,,49.2301,-123.0869,anonymous,EN,1,,,,2,3,3,,,,1,,2,,21,1,,Loss
2024-03-12 13:53:01,2024-03-12 13:54:21,0,207.23.185.84,100,79,1,2024-03-12 13:54:22,R_11AGukIXLIB9BsU,,,,,49.2372,-123.037,anonymous,EN,1,,,,,,,2,5,1,4,,2,,21,"1,2,3",,Control
2024-03-12 14:02:00,2024-03-12 14:02:54,0,70.66.255.23,100,53,1,2024-03-12 14:02:54,R_7aFKemFfIMcrU9b,,,,,48.4808,-123.3165,anonymous,EN,1,5,7,5,,,,,,,4,,2,,21,1,,Gain
2024-03-12 14:29:50,2024-03-12 14:31:48,0,154.5.31.111,100,117,1,2024-03-12 14:31:49,R_1EkKLsSvHn0eCNr,,,,,49.2556,-123.062,anonymous,EN,1,,,,,,,4,5,2,1,,1,,21,"1,2",,Control
2024-03-12 14:58:37,2024-03-12 14:59:42,0,154.5.218.68,100,64,1,2024-03-12 14:59:43,R_7eeHvGlK0BTRTA4,,,,,49.2584,-123.1456,anonymous,EN,1,,,,2,2,2,,,,1,,1,,22,"1,2,3",,Loss
2024-03-12 15:10:36,2024-03-12 15:13:13,0,128.189.202.124,100,156,1,2024-03-12 15:13:13,R_7QLNYfGmypHlEHf,,,,,49.4645,-122.84,anonymous,EN,1,1,3,1,,,,,,,1,,1,,22,"1,2,3,4",More convenience for using personal mugs (ex. getting your mug washed at the cafe),Gain
